0	0,315	0,222	0,222	0,315	NAN	
0,1	0,315	0,222	0,222	0,315	NAN	
0,2	0,315	0,222	0,222	0,315	NAN	
0,3	0,315	0,222	0,222	0,315	NAN	
0,401	0,315	0,222	0,222	0,315	NAN	
0,501	0,315	0,222	0,222	0,315	NAN	
0,601	0,315	0,222	0,222	0,315	NAN	
0,701	0,315	0,222	0,222	0,315	NAN	
0,801	0,315	0,222	0,222	0,315	NAN	
0,901	0,315	0,222	0,222	0,315	NAN	
1,001	0,315	0,222	0,222	0,315	NAN	
1,101	0,315	0,222	0,222	0,315	NAN	
1,201	0,315	0,222	0,222	0,315	NAN	
1,301	0,315	0,222	0,222	0,315	NAN	
1,401	0,315	0,222	0,222	0,315	NAN	
1,501	0,315	0,222	0,222	0,315	NAN	
1,601	0,315	0,222	0,222	0,315	NAN	
1,701	0,315	0,222	0,222	0,315	NAN	
1,801	0,315	0,222	0,222	0,315	NAN	
1,901	0,315	0,222	0,222	0,315	NAN	
2,001	0,315	0,222	0,222	0,315	NAN	
2,101	0,315	0,222	0,222	0,315	NAN	
2,201	0,315	0,2235	0,2235	0,315	NAN	
2,301	0,315	0,2235	0,2235	0,315	NAN	
2,401	0,315	0,2235	0,2235	0,315	NAN	
2,501	0,315	0,2235	0,2235	0,315	NAN	
2,601	0,315	0,2235	0,2235	0,315	NAN	
2,701	0,315	0,222	0,222	0,315	NAN	
2,801	0,315	0,222	0,222	0,315	NAN	
2,901	0,315	0,2235	0,2235	0,315	NAN	
3,001	0,315	0,2235	0,2235	0,315	NAN	
3,101	0,315	0,2235	0,2235	0,315	NAN	
3,201	0,315	0,2235	0,2235	0,315	NAN	
3,301	0,315	0,2235	0,2235	0,315	NAN	
3,401	0,315	0,2235	0,2235	0,315	NAN	
3,501	0,315	0,2235	0,2235	0,315	NAN	
3,601	0,315	0,2235	0,2235	0,315	NAN	
3,701	0,315	0,2235	0,2235	0,315	NAN	
3,801	0,315	0,2235	0,2235	0,315	NAN	
3,901	0,42	0,2235	0,2235	0,42	NAN	
4,001	0,585	0,225	0,225	0,585	NAN	
4,101	0,75	0,228	0,228	0,75	NAN	
4,201	0,915	0,228	0,228	0,915	NAN	
4,301	0,915	0,228	0,228	0,915	NAN	
4,401	1,08	0,2265	0,2265	1,08	NAN	
4,501	1,245	0,228	0,228	1,245	NAN	
4,601	1,41	0,228	0,228	1,41	NAN	
4,701	1,56	0,228	0,228	1,56	NAN	
4,801	1,725	0,228	0,228	1,725	NAN	
4,901	1,89	0,228	0,228	1,89	NAN	
5,001	2,04	0,228	0,228	2,04	NAN	
5,101	2,205	0,228	0,228	2,205	NAN	
5,201	2,355	0,228	0,228	2,355	NAN	
5,301	2,52	0,228	0,228	2,52	NAN	
5,401	2,67	0,228	0,228	2,67	NAN	
5,501	2,82	0,228	0,228	2,82	NAN	
5,601	2,985	0,228	0,228	2,985	NAN	
5,701	3,135	0,2295	0,2295	3,135	NAN	
5,801	3,285	0,2295	0,2295	3,285	NAN	
5,901	3,435	0,2295	0,2295	3,435	NAN	
6,001	3,585	0,2295	0,2295	3,585	NAN	
6,101	3,735	0,2295	0,2295	3,735	NAN	
6,201	3,885	0,231	0,231	3,885	NAN	
6,301	4,035	0,231	0,231	4,035	NAN	
6,401	4,185	0,231	0,231	4,185	NAN	
6,501	4,335	0,231	0,231	4,335	NAN	
6,601	4,47	0,2325	0,2325	4,47	NAN	
6,701	4,62	0,2325	0,2325	4,62	NAN	
6,801	4,77	0,234	0,234	4,77	NAN	
6,901	4,905	0,2355	0,2355	4,905	NAN	
7,001	5,055	0,2385	0,2385	5,055	NAN	
7,101	5,19	0,24	0,24	5,19	NAN	
7,201	5,34	0,24	0,24	5,34	NAN	
7,301	5,475	0,2415	0,2415	5,475	NAN	
7,401	5,61	0,243	0,243	5,61	NAN	
7,501	5,76	0,2445	0,2445	5,76	NAN	
7,601	5,895	0,246	0,246	5,895	NAN	
7,701	6,03	0,249	0,249	6,03	NAN	
7,801	6,165	0,2505	0,2505	6,165	NAN	
7,901	6,3	0,2535	0,2535	6,3	NAN	
8,001	6,435	0,2565	0,2565	6,435	NAN	
8,101	6,57	0,2595	0,2595	6,57	NAN	
8,201	6,705	0,2625	0,2625	6,705	NAN	
8,301	6,84	0,2655	0,2655	6,84	NAN	
8,401	6,975	0,2685	0,2685	6,975	NAN	
8,501	7,11	0,2715	0,2715	7,11	NAN	
8,601	7,245	0,273	0,273	7,245	NAN	
8,701	7,365	0,276	0,276	7,365	NAN	
8,801	7,5	0,2775	0,2775	7,5	NAN	
8,901	7,635	0,279	0,279	7,635	NAN	
9,001	7,755	0,2805	0,2805	7,755	NAN	
9,101	7,89	0,282	0,282	7,89	NAN	
9,201	8,025	0,282	0,282	8,025	NAN	
