	0	0,315	0,2175	0,2175	0,315	NAN	
0,1	0,315	0,2175	0,2175	0,315	NAN	
0,2	0,315	0,2175	0,2175	0,315	NAN	
0,3	0,315	0,219	0,219	0,315	NAN	
0,4	0,315	0,219	0,219	0,315	NAN	
0,5	0,315	0,219	0,219	0,315	NAN	
0,6	0,315	0,219	0,219	0,315	NAN	
0,7	0,315	0,219	0,219	0,315	NAN	
0,8	0,315	0,219	0,219	0,315	NAN	
0,9	0,315	0,219	0,219	0,315	NAN	
1	0,315	0,219	0,219	0,315	NAN	
1,1	0,315	0,219	0,219	0,315	NAN	
1,2	0,315	0,219	0,219	0,315	NAN	
1,3	0,45	0,2205	0,2205	0,45	NAN	
1,4	0,615	0,222	0,222	0,615	NAN	
1,5	0,795	0,2235	0,2235	0,795	NAN	
1,6	0,96	0,2235	0,2235	0,96	NAN	
1,7	1,125	0,2235	0,2235	1,125	NAN	
1,8	1,29	0,2235	0,2235	1,29	NAN	
1,9	1,44	0,2235	0,2235	1,44	NAN	
2	1,605	0,2235	0,2235	1,605	NAN	
2,1	1,77	0,222	0,222	1,77	NAN	
2,2	1,92	0,222	0,222	1,92	NAN	
2,3	2,085	0,222	0,222	2,085	NAN	
2,4	2,25	0,225	0,225	2,25	NAN	
2,5	2,4	0,2265	0,2265	2,4	NAN	
2,6	2,55	0,2265	0,2265	2,55	NAN	
2,7	2,715	0,225	0,225	2,715	NAN	
2,8	2,865	0,225	0,225	2,865	NAN	
2,9	3,015	0,225	0,225	3,015	NAN	
3	3,015	0,225	0,225	3,015	NAN	
3,1	3,18	0,225	0,225	3,18	NAN	
3,2	3,33	0,225	0,225	3,33	NAN	
3,3	3,48	0,2265	0,2265	3,48	NAN	
3,4	3,63	0,2265	0,2265	3,63	NAN	
3,5	3,78	0,2265	0,2265	3,78	NAN	
3,6	3,93	0,2265	0,2265	3,93	NAN	
3,7	4,08	0,2265	0,2265	4,08	NAN	
3,8	4,23	0,228	0,228	4,23	NAN	
3,9	4,365	0,228	0,228	4,365	NAN	
4	4,515	0,2295	0,2295	4,515	NAN	
4,1	4,665	0,231	0,231	4,665	NAN	
4,2	4,8	0,231	0,231	4,8	NAN	
4,3	4,95	0,2325	0,2325	4,95	NAN	
4,4	5,085	0,234	0,234	5,085	NAN	
4,5	5,235	0,2355	0,2355	5,235	NAN	
4,6	5,37	0,237	0,237	5,37	NAN	
4,7	5,52	0,24	0,24	5,52	NAN	
4,8	5,655	0,2415	0,2415	5,655	NAN	
4,9	5,79	0,2445	0,2445	5,79	NAN	
5	5,925	0,2475	0,2475	5,925	NAN	
5,1	6,075	0,249	0,249	6,075	NAN	
5,2	6,21	0,252	0,252	6,21	NAN	
5,3	6,345	0,255	0,255	6,345	NAN	
5,4	6,48	0,258	0,258	6,48	NAN	
5,5	6,615	0,261	0,261	6,615	NAN	
5,6	6,75	0,264	0,264	6,75	NAN	
5,7	6,885	0,267	0,267	6,885	NAN	
5,8	7,02	0,27	0,27	7,02	NAN	
5,9	7,14	0,273	0,273	7,14	NAN	
6	7,275	0,276	0,276	7,275	NAN	
6,1	7,41	0,2775	0,2775	7,41	NAN	
6,2	7,545	0,279	0,279	7,545	NAN	
6,3	7,665	0,2805	0,2805	7,665	NAN	
6,4	7,8	0,282	0,282	7,8	NAN	
6,5	7,935	0,282	0,282	7,935	NAN	
6,6	8,055	0,2835	0,2835	8,055	NAN	
6,7	8,19	0,2835	0,2835	8,19	NAN	
6,8	8,31	0,2835	0,2835	8,31	NAN	
6,9	8,445	0,285	0,285	8,445	NAN	
7	8,565	0,285	0,285	8,565	NAN	
7,1	8,685	0,285	0,285	8,685	NAN	
7,2	8,805	0,2865	0,2865	8,805	NAN	
7,3	8,94	0,2865	0,2865	8,94	NAN	
7,4	9,06	0,288	0,288	9,06	NAN	
7,5	9,18	0,288	0,288	9,18	NAN	
7,6	9,3	0,291	0,291	9,3	NAN	
7,7	9,42	0,2925	0,2925	9,42	NAN	
7,8	9,54	0,294	0,294	9,54	NAN	
7,9	9,66	0,2955	0,2955	9,66	NAN	
8	9,78	0,2985	0,2985	9,78	NAN	
8,1	9,9	0,303	0,303	9,9	NAN	
8,2	10,02	0,3075	0,3075	10,02	NAN	
8,3	10,14	0,312	0,312	10,14	NAN	
8,4	10,14	0,3165	0,3165	10,14	NAN	
8,5	10,245	0,3225	0,3225	10,245	NAN	
8,6	10,365	0,3285	0,3285	10,365	NAN	
8,7	10,485	0,3285	0,3285	10,485	NAN	
8,8	10,605	0,336	0,336	10,605	NAN	
8,9	10,71	0,345	0,345	10,71	NAN	
9	10,83	0,3525	0,3525	10,83	NAN	
9,1	10,95	0,363	0,363	10,95	NAN	
9,2	11,055	0,3735	0,3735	11,055	NAN	
9,3	11,175	0,3855	0,3855	11,175	NAN	
9,4	11,28	0,3975	0,3975	11,28	NAN	
9,5	11,385	0,4095	0,4095	11,385	NAN	
9,6	11,505	0,4215	0,4215	11,505	NAN	
9,7	11,61	0,432	0,432	11,61	NAN	
9,8	11,715	0,4425	0,4425	11,715	NAN	
9,9	11,835	0,4515	0,4515	11,835	NAN	
10	11,94	0,459	0,459	11,94	NAN	
10,1	12,045	0,465	0,465	12,045	NAN	
10,2	12,15	0,471	0,471	12,15	NAN	
10,3	12,255	0,474	0,474	12,255	NAN	
10,4	12,375	0,477	0,477	12,375	NAN	
10,5	12,48	0,477	0,477	12,48	NAN	
10,6	12,585	0,477	0,477	12,585	NAN	
10,7	12,69	0,4755	0,4755	12,69	NAN	
10,8	12,795	0,474	0,474	12,795	NAN	
10,9	12,9	0,471	0,471	12,9	NAN	
11	12,99	0,468	0,468	12,99	NAN	
11,1	13,095	0,465	0,465	13,095	NAN	
11,2	13,2	0,462	0,462	13,2	NAN	
11,3	13,305	0,4575	0,4575	13,305	NAN	
11,4	13,41	0,4545	0,4545	13,41	NAN	
11,5	13,5	0,4515	0,4515	13,5	NAN	
11,6	13,605	0,4485	0,4485	13,605	NAN	
11,7	13,71	0,4455	0,4455	13,71	NAN	
11,8	13,8	0,444	0,444	13,8	NAN	
11,9	13,905	0,444	0,444	13,905	NAN	
12	13,995	0,444	0,444	13,995	NAN	
12,1	14,1	0,4455	0,4455	14,1	NAN	
12,2	14,19	0,447	0,447	14,19	NAN	
12,3	14,295	0,45	0,45	14,295	NAN	
12,4	14,385	0,4545	0,4545	14,385	NAN	
12,5	14,49	0,459	0,459	14,49	NAN	
12,6	14,58	0,465	0,465	14,58	NAN	
12,7	14,67	0,4725	0,4725	14,67	NAN	
12,8	14,775	0,4815	0,4815	14,775	NAN	
12,9	14,865	0,4905	0,4905	14,865	NAN	
13	14,955	0,5025	0,5025	14,955	NAN	
13,1	15,045	0,5145	0,5145	15,045	NAN	
13,2	15,15	0,528	0,528	15,15	NAN	
13,3	15,24	0,5415	0,5415	15,24	NAN	
13,4	15,33	0,5565	0,5565	15,33	NAN	
13,5	15,42	0,573	0,573	15,42	NAN	
13,6	15,525	0,5925	0,5925	15,525	NAN	
13,7	15,525	0,6105	0,6105	15,525	NAN	
13,8	15,615	0,6315	0,6315	15,615	NAN	
13,9	15,705	0,654	0,654	15,705	NAN	
14	15,795	0,6795	0,6795	15,795	NAN	
14,1	15,885	0,6795	0,6795	15,885	NAN	
14,2	15,96	0,705	0,705	15,96	NAN	
14,3	16,05	0,7335	0,7335	16,05	NAN	
14,4	16,14	0,762	0,762	16,14	NAN	
14,5	16,23	0,7905	0,7905	16,23	NAN	
14,6	16,32	0,819	0,819	16,32	NAN	
14,7	16,41	0,8445	0,8445	16,41	NAN	
14,8	16,485	0,8685	0,8685	16,485	NAN	
14,9	16,575	0,8895	0,8895	16,575	NAN	
15	16,665	0,9075	0,9075	16,665	NAN	
15,1	16,755	0,9225	0,9225	16,755	NAN	
15,2	16,83	0,936	0,936	16,83	NAN	
15,3	16,92	0,945	0,945	16,92	NAN	
15,4	16,995	0,9525	0,9525	16,995	NAN	
15,5	17,085	0,9555	0,9555	17,085	NAN	
15,6	17,175	0,9555	0,9555	17,175	NAN	
15,7	17,25	0,9525	0,9525	17,25	NAN	
15,8	17,325	0,9465	0,9465	17,325	NAN	
15,9	17,415	0,939	0,939	17,415	NAN	
16	17,49	0,9285	0,9285	17,49	NAN	
16,1	17,58	0,918	0,918	17,58	NAN	
16,2	17,655	0,906	0,906	17,655	NAN	
16,3	17,73	0,894	0,894	17,73	NAN	
16,4	17,82	0,8805	0,8805	17,82	NAN	
16,5	17,895	0,8655	0,8655	17,895	NAN	
16,6	17,97	0,852	0,852	17,97	NAN	
16,7	18,06	0,837	0,837	18,06	NAN	
16,8	18,135	0,825	0,825	18,135	NAN	
16,9	18,21	0,8115	0,8115	18,21	NAN	
17	18,285	0,801	0,801	18,285	NAN	
17,1	18,36	0,7905	0,7905	18,36	NAN	
17,2	18,435	0,7815	0,7815	18,435	NAN	
17,3	18,525	0,7725	0,7725	18,525	NAN	
17,4	18,6	0,7665	0,7665	18,6	NAN	
17,5	18,675	0,7605	0,7605	18,675	NAN	
17,6	18,75	0,7575	0,7575	18,75	NAN	
17,7	18,825	0,756	0,756	18,825	NAN	
17,8	18,9	0,7545	0,7545	18,9	NAN	
17,9	18,975	0,756	0,756	18,975	NAN	
18	19,05	0,759	0,759	19,05	NAN	
18,1	19,125	0,762	0,762	19,125	NAN	
18,2	19,185	0,768	0,768	19,185	NAN	
18,3	19,26	0,7755	0,7755	19,26	NAN	
18,4	19,335	0,786	0,786	19,335	NAN	
18,5	19,41	0,7965	0,7965	19,41	NAN	
18,6	19,485	0,8085	0,8085	19,485	NAN	
18,7	19,545	0,822	0,822	19,545	NAN	
18,8	19,62	0,837	0,837	19,62	NAN	
18,9	19,695	0,855	0,855	19,695	NAN	
19	19,77	0,873	0,873	19,77	NAN	
19,1	19,77	0,8925	0,8925	19,77	NAN	
19,2	19,83	0,915	0,915	19,83	NAN	
19,3	19,905	0,9375	0,9375	19,905	NAN	
19,4	19,98	0,9375	0,9375	19,98	NAN	
19,5	20,04	0,9615	0,9615	20,04	NAN	
19,6	20,115	0,987	0,987	20,115	NAN	
19,7	20,175	1,014	1,014	20,175	NAN	
19,8	20,25	1,041	1,041	20,25	NAN	
19,9	20,31	1,071	1,071	20,31	NAN	
20	20,385	1,1025	1,1025	20,385	NAN	
20,1	20,46	1,134	1,134	20,46	NAN	
20,2	20,52	1,17	1,17	20,52	NAN	
20,3	20,58	1,2075	1,2075	20,58	NAN	
20,4	20,655	1,2465	1,2465	20,655	NAN	
20,5	20,715	1,287	1,287	20,715	NAN	
20,6	20,79	1,3305	1,3305	20,79	NAN	
20,7	20,85	1,3755	1,3755	20,85	NAN	
20,8	20,91	1,422	1,422	20,91	NAN	
20,9	20,985	1,47	1,47	20,985	NAN	
21	21,045	1,5165	1,5165	21,045	NAN	
21,1	21,105	1,5645	1,5645	21,105	NAN	
21,2	21,165	1,6095	1,6095	21,165	NAN	
21,3	21,24	1,6515	1,6515	21,24	NAN	
21,4	21,3	1,692	1,692	21,3	NAN	
21,5	21,36	1,7295	1,7295	21,36	NAN	
21,6	21,42	1,764	1,764	21,42	NAN	
21,7	21,48	1,7955	1,7955	21,48	NAN	
21,8	21,54	1,824	1,824	21,54	NAN	
21,9	21,615	1,8495	1,8495	21,615	NAN	
22	21,675	1,872	1,872	21,675	NAN	
22,1	21,735	1,8915	1,8915	21,735	NAN	
22,2	21,795	1,9065	1,9065	21,795	NAN	
22,3	21,855	1,917	1,917	21,855	NAN	
22,4	21,915	1,923	1,923	21,915	NAN	
22,5	21,975	1,926	1,926	21,975	NAN	
22,6	22,035	1,923	1,923	22,035	NAN	
22,7	22,095	1,917	1,917	22,095	NAN	
22,8	22,155	1,908	1,908	22,155	NAN	
22,9	22,215	1,896	1,896	22,215	NAN	
23	22,275	1,8825	1,8825	22,275	NAN	
23,1	22,32	1,866	1,866	22,32	NAN	
23,2	22,38	1,848	1,848	22,38	NAN	
23,3	22,44	1,8285	1,8285	22,44	NAN	
23,4	22,5	1,8075	1,8075	22,5	NAN	
23,5	22,56	1,785	1,785	22,56	NAN	
23,6	22,62	1,761	1,761	22,62	NAN	
23,7	22,665	1,737	1,737	22,665	NAN	
23,8	22,725	1,71	1,71	22,725	NAN	
23,9	22,785	1,6845	1,6845	22,785	NAN	
24	22,845	1,659	1,659	22,845	NAN	
24,1	22,89	1,6335	1,6335	22,89	NAN	
24,2	22,95	1,6095	1,6095	22,95	NAN	
24,3	23,01	1,5855	1,5855	23,01	NAN	
24,4	23,01	1,563	1,563	23,01	NAN	
24,5	23,07	1,542	1,542	23,07	NAN	
24,6	23,115	1,5225	1,5225	23,115	NAN	
24,7	23,175	1,503	1,503	23,175	NAN	
24,8	23,22	1,503	1,503	23,22	NAN	
24,9	23,28	1,485	1,485	23,28	NAN	
25	23,34	1,4685	1,4685	23,34	NAN	
25,1	23,385	1,4535	1,4535	23,385	NAN	
25,2	23,445	1,44	1,44	23,445	NAN	
25,3	23,49	1,428	1,428	23,49	NAN	
25,4	23,55	1,419	1,419	23,55	NAN	
25,5	23,595	1,41	1,41	23,595	NAN	
25,6	23,655	1,404	1,404	23,655	NAN	
25,7	23,7	1,3995	1,3995	23,7	NAN	
25,8	23,76	1,398	1,398	23,76	NAN	
25,9	23,805	1,3965	1,3965	23,805	NAN	
26	23,865	1,3965	1,3965	23,865	NAN	
26,1	23,91	1,398	1,398	23,91	NAN	
26,2	23,955	1,401	1,401	23,955	NAN	
26,3	24,015	1,4055	1,4055	24,015	NAN	
26,4	24,06	1,413	1,413	24,06	NAN	
26,5	24,105	1,422	1,422	24,105	NAN	
26,6	24,165	1,4325	1,4325	24,165	NAN	
26,7	24,21	1,4445	1,4445	24,21	NAN	
26,8	24,255	1,4565	1,4565	24,255	NAN	
26,9	24,315	1,4715	1,4715	24,315	NAN	
27	24,36	1,488	1,488	24,36	NAN	
27,1	24,405	1,5045	1,5045	24,405	NAN	
27,2	24,45	1,524	1,524	24,45	NAN	
27,3	24,495	1,545	1,545	24,495	NAN	
27,4	24,555	1,566	1,566	24,555	NAN	
27,5	24,6	1,5885	1,5885	24,6	NAN	
27,6	24,645	1,614	1,614	24,645	NAN	
